id,name,class,is_company,street,owner,city,zip,phone,fax,website,email,active,hospital,supplier,customer,child_ids/name,child_ids/active,child_ids/type,child_ids/function
res_partner_1402,RS Jiwa Puri Nirmala,other,TRUE,Jl. Jayaningprangan No.13 Yogyakarta,organisasi,Kota Yogyakarta,274,515255,587400,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. RA. Kresman,Sp.KJ",TRUE,Contact,Direktur
res_partner_1763,RS Krakatau Medika,b,TRUE,Jl. Semang Raya,bumn,Kota Cilegon,42435,0254 396333,0254 391972, www.krakataumedika.com, ekof@rskmd.com ; ekofathur240175@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Rachmat Setiarsa, Sp. JP",TRUE,Contact,Direktur
res_partner_2103,RSU Selayar,c,TRUE,Jl. KH. Abd. Kadir Kasim N0.  Kepulauan Selayar Sulawesi Selatan,pemda,Kepulauan Selayar,92812,0414 2313031,0414 2313031,  , rsuselayar@yahoo.com,TRUE,FALSE,FALSE,TRUE,"Dr. Rachmawati Syahrir, Sp.KK, M. Kes",TRUE,Contact,Direktur
res_partner_2324,RS NABILA HOSPITAL,other,TRUE,JL. STA. MAHMUDSYAH N0 9 BANDA ACEH,swasta,Kota Banda Aceh,23242,0651   33555,,  ,0,TRUE,FALSE,FALSE,TRUE,dr. RACHMI KURNIAWATI,TRUE,Contact,Direktur
res_partner_1597,Rumkit Tk.IV Kediri,d,TRUE,"Jl. Mayjen Sungkono No. 44, KEDIRI",angkatan,Kediri,64100,0354 687801,0354 689663,  , rumkit.kediri@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. RADEN INDRA, Sp.An., M.KES",TRUE,Contact,Direktur
res_partner_1488,RS Umum Yasmin Banyuwangi,d,TRUE,Jl. Letkol Istiqlah Banyuwangi,organisasi,Banyuwangi,68415,0333 424671,0333 418215,  , yasmin_hospital@yahoo.com,TRUE,FALSE,FALSE,TRUE,"Dr. Radhi Bakarman,Sp.B",TRUE,Contact,Direktur
res_partner_170,RS PTP III Aek Nabara,other,TRUE,Aek Nabara Kab.Labuhan Batu,bumn,Labuhan Batu,,,,  ,  ,TRUE,FALSE,FALSE,TRUE,DR. RAF SIMANIHURUK,TRUE,Contact,Direktur
res_partner_799,Rumah Sakit Bersalin Anggrek Mas,c,TRUE,Jl. Anggrek No. 2B rt.009/02 Kelapa Dua Kebon Jeruk,swasta,Jakarta Barat,11550,021 5305720/536,, www.rsbanggrekmas.com,0,TRUE,FALSE,FALSE,TRUE,dr. Rahadi,TRUE,Contact,Direktur
res_partner_561,RSU Aka Medika Sribhawono,other,TRUE,"Jl. Ir. Sutami Km.1 Sribhawono, Lampung Timur",swasta,Lampung Timur, ,0725   661564,,  ,0,TRUE,FALSE,FALSE,TRUE,Dr. Rahmadian Irwanda,TRUE,Contact,Direktur
res_partner_1108,RSU AGHISNA MEDIKA KROYA,d,TRUE,Jl. Yos Sudarso No. 1 Karangmangu Kroya,swasta,Cilacap,53282,(0282) 492260,(0282) 492260,0, aghisnamedika_kroya@outlook.com,TRUE,FALSE,FALSE,TRUE,"dr. Rahmat Basuki,MH",TRUE,Contact,Direktur
res_partner_113,RS Harapan Sehat,d,TRUE,JL SISINGAMANGARAJA DS GAMPA,swasta,Aceh Barat,23617,85260859947,0655 7551735,  , harapansehat@ymail.com,TRUE,FALSE,FALSE,TRUE,DR. RAHMAT IRDIANSYAH,TRUE,Contact,Direktur
res_partner_2003,RSIA Asifah,other,TRUE,Jl. Yos Sudarso II Sangata,swasta,Kutai Timur,75611,(0549) 21050,(0549) 21050,  , rsb.asysyifa@gmail.com,TRUE,FALSE,FALSE,TRUE,Dr. Rahmat SpOG (K),TRUE,Contact,Direktur
res_partner_360,RS Mata Padang Eye Center,c,TRUE,Jl.Pemuda No 53 Padang,swasta,Kota Padang,25000,0751 30094,0751 30098,  , rs_pec@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Rahmi Puspita Genie,TRUE,Contact,Direktur
res_partner_2183,RSUD Pasar Wajo,c,TRUE,JL. Protokol Laburunce KEc. pasarwajo,pemda,BUTON,93754, , ,  , aslim1982@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. RAMLI CODE, MM.Kes",TRUE,Contact,Direktur
res_partner_1585,RS. Surya Medika,d,TRUE,Jl. Laban Kulon 58 Menganti,swasta,Gresik,61174,317914025,,0, suryamedika.rs@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Ramli Tarigan,TRUE,Contact,Direktur
res_partner_2303,RSUD Kab.Keerom,d,TRUE,"Jl. Bhayangkara,Kp. Asyaman,Distrik Arso,Kab.Keerom",pemda,Keerom,99368,811480030,,  , kwainggarsud@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Ramon Ridhoto, M.Kes",TRUE,Contact,Direktur
res_partner_1256,Rumah Sakit QIM,c,TRUE,"Jl. Urip Sumoharjo, Sambong",swasta,Batang,51212,(0285) 4495 222,0285 4495224, www.rsqim.com, rs_qim@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Ratna Ismoyowati, MARS",TRUE,Contact,Direktur
res_partner_1115,RSU An Ni'Mah,d,TRUE,Jalan Raya Klapagading Kulon Rt 01 Rw 014 Kec Wangon   Banyumas,organisasi,Banyumas,53176,(0281) 513267,( 0281 ) 513136,  , annimah_hospital@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Ratna Widarastuti,TRUE,Contact,Direktur
res_partner_635,RSUD Dabo,d,TRUE,"Jl. Kesehatan No.1, Dabo Singkep",pemda,Lingga,29871,(0776) 322605,,0, rsud.singkep@linggakab.go.id,TRUE,FALSE,FALSE,TRUE,dr. RAYMON PRATAMA,TRUE,Contact,Direktur
res_partner_924,RS. Mekar Arum,d,TRUE,"Jalan Raya Sadang Subang Km 17, Ds Wantilan,Kec Cipeundeuy",swasta,Subang,41272,0260 490044,0260 490047, www.mekararum.com, razmi@mekararum.com,TRUE,FALSE,FALSE,TRUE,"dr. Razmi Dewi Zakaria, Sp.An",TRUE,Contact,Direktur
res_partner_2001,RSIA CAHAYA SANGATTA,c,TRUE,Jl. Yos Sudarso III No. 77 Teluk Lingga Sangatta,swasta,Kutai Timur,75611,85100502490,0549   23928, rsiacahayasangatta.com, rsiacahayasangatta@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Regina Tirza Maindoka,TRUE,Contact,Direktur
res_partner_1148,RS Panti Waluyo Yakkum Purworejo,c,TRUE,Jl. Ahmad Yani No. 21 Purworejo,organisasi,Purworejo,54111,0275 322 096,0275 322 096,  , pantiwaluyopwr@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. REGOWO, M. Kes",TRUE,Contact,Direktur
res_partner_2390,RSIA GRAHA ASRI MEDIKA,other,TRUE,Jl. Citanduy Raya Blok 11 No 1 Cikarang,swasta,Bekasi, ,021 89142968 69,, rsiaasrimedika@yahoo.co.id,0,TRUE,FALSE,FALSE,TRUE,dr. Reinette Meiske Eve,TRUE,Contact,Direktur
res_partner_150,RSU Sakinah,d,TRUE,Jl. Antara No. 30 Kp. Jawa Baru Lhokseumawe,organisasi,Kota Lhokseumawe,24351,0645 45534,0645 42158,  , rsu.sakinah@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Reisna Refiana,TRUE,Contact,Direktur
res_partner_1344,Rumkit Tk.IV Tegal,other,TRUE,Jl. RS DKT PAGONGAN TEGAL,angkatan,Tegal,52192,283351420,283341008, rsttegal.blogspot.com, rsttegal@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Reko Priyonggo, Sp.An",TRUE,Contact,Direktur
res_partner_1446,RSU MUHAMMADIYAH SURYA MELATI,d,TRUE,"Jl. Raya Ngadiluwih   Wates km. 10, Ds. Ngletih, Kec. Kandat",swasta,Kediri,64173,(0354) 441748,(0354) 443155, rsumsm.rsmuhammadiyahjatim.com, surya.melati@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. REMATIKA ROHMA SARI,TRUE,Contact,Direktur
res_partner_1041,RS Harapan Bunda,other,TRUE,"Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu",swasta,Kota Bandung,40286,022 7506490,022 7514712, www.harapanbunda.com, rb_harbun@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Rengga Pradipta,TRUE,Contact,Direktur
res_partner_2456,RSIA Cendana,other,TRUE,"Jl. Kusuma Bangsa No.01, Kanigoro",swasta,Blitar,66171,0342 442555,,                     ,0,TRUE,FALSE,FALSE,TRUE,dr. Renny Padma,TRUE,Contact,Direktur
res_partner_2091,RSU Undata Palu,b,TRUE,"Jl. R. E. Martadinata, Kecamatan Mantikulore",pemda,Kota Palu,94119,0451 421270,0451 421370, www.rsundata.com, rsundata@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Reny Arniwati Lamadjido, Sp.PK,M.KES",TRUE,Contact,Direktur
res_partner_869,RSU Dr. Hafiz,c,TRUE,Jln. Pramuka No. 15 RT 003 RW 002 Desa Sukamulya Kecamtan Karangtengah Kabupaten More ...,swasta,Cianjur,43821,(0263) 2910000,(0263) 2910010, www.rsdh.co.id, rsdhcianjur@gmail.com; hafizurrachman@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Renyta Amelia, MARS",TRUE,Contact,Direktur
res_partner_403,Rumah Sakit Thursina,d,TRUE,Jl. Hangtuah No. 93,swasta,Bengkalis,23884,0765 597773,0765 597783, rs.thursina@ymail.com, rs.thursina@ymail.com,TRUE,FALSE,FALSE,TRUE,dr. Resfaldi Putra,TRUE,Contact,Direktur
res_partner_1947,RSUD Kuala Pembuang,c,TRUE,"Jl. A.Yani No.30,Kuala Pembuang",pemda,Seruyan,74211,(0538)21017,(0538)21566,  , rsud_seruyan@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Reson Rusdianto,TRUE,Contact,Direktur
res_partner_1648,RSUD Kota Madiun,c,TRUE,Jl. Campursari No.12B Madiun,pemda,Kota Madiun,63124,0351 481314,0351 481314, http://www.rsud.madiunnkota.go.id, rsudkotamadiun@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Resti Lestantini, M.Kes",TRUE,Contact,Direktur
res_partner_1445,RS Amelia,d,TRUE,Jl. Pahlawan No.25A Pare   Kediri,organisasi,Kediri,64213,0354 394118,0354 398383, rsameliapare.wordpress.com, rsameliapare@ymail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Retriatmadja, MMRS",TRUE,Contact,Direktur
res_partner_787,RSU Al Kamal,other,TRUE,Jl. Raya Al Kamal Kebon Jeruk Jakbar,organisasi,Jakarta Barat,21,5802883,5819082,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. Retty Soeryo S,MARS.",TRUE,Contact,Direktur
res_partner_595,RSU Advent Bandar Lampung,c,TRUE,"Jl. Teuku Umar 48,Bandar Lampung",organisasi,Kota Bandar Lampung,35148,721703459,721786349,  , secretaryrsabl@yahoo.com,TRUE,FALSE,FALSE,TRUE,Dr. Reuben V.T Supit,TRUE,Contact,Direktur
res_partner_2086,RSU Anuntaloko Parigi,c,TRUE,Jl. Sis Al Jufri No.214 Parigi,pemda,Parigi Moutong,94371,0450 22251,0450 21032, anuntaloko.blogspot.com, rsud_anuntaloko@ymail.com,TRUE,FALSE,FALSE,TRUE,Dr. Revi J.N Tilaar,TRUE,Contact,Direktur
res_partner_109,RSU Graha Bunda,c,TRUE,"Jl. Medan   Banda Aceh Bukit Pala, Idi Rayeuk   Aceh Timur",organisasi,Aceh Timur,24454,0646 21221,0646 21221,0, rsgraha_bunda@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Reynanta. Sp.OG,TRUE,Contact,Direktur
res_partner_1769,RSB. Permata Sarana Husada,c,TRUE,Jl. Pamulang Permai Blok D3 No. 1 3,swasta,Kota Tangerang Selatan,15417,0217407421/22,217496346, www.permatasaranahusada.com, psarhus@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Reza Kamal, SpOG",TRUE,Contact,Direktur
res_partner_1451,RSU Wilujeng,d,TRUE,Jl. Joyoboyo No.4 Padangan Kec Kayen Kidul,swasta,Kediri,64183,( 0354 ) 528559,, rumahsakitwilujeng@gmail.com,0,TRUE,FALSE,FALSE,TRUE,"DR. RHAMA KURNIAWAN, MMRS",TRUE,Contact,Direktur
res_partner_2184,RSUD KAB BUTON SELATAN,other,TRUE,JL POROS BAU BAU BATAUGA,pemda,BUTON, ,81245586677,,  ,0,TRUE,FALSE,FALSE,TRUE,dr. RIA LESTARI SITOMPUL,TRUE,Contact,Direktur
res_partner_231,RSUD.Dr. Djasaman Saragih,b,TRUE,"Jl. Sutomo No. 230, Pematangsiantar",pemda,Kota Pematang Siantar,21121,0622 23824,0622 23824,  , djasamen_rsud@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Ria Telaumbanua, M.Kes",TRUE,Contact,Direktur
res_partner_247,RS Herna,other,TRUE,"Jl. Mojapahit 118 A,Medan",organisasi,Kota Medan,20153,061 4510766,4153955,  , rsuhernamedan@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Richard A Siregar, MM",TRUE,Contact,Direktur
res_partner_250,RS Materna,other,TRUE,"Jl. Teuku Umar 9 11,Medan",organisasi,Kota Medan,20112,061 4514222,614155392,  , rs.materna@gmail.com,TRUE,FALSE,FALSE,TRUE,Dr. Richard Sutanto Aifk MHA,TRUE,Contact,Direktur
res_partner_2568,RS AISYIYAH ST. KHADIJAH,other,TRUE,JL.A.ABDULLAH N0.1   3 PINRANG,organisasi,Pinrang,91211,0421  924990  9,,  , rsa.stkhadijah@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. RIFAI,MARS",TRUE,Contact,Direktur
res_partner_412,RS Tk IV Pekanbaru,d,TRUE,Jl. Kesehatan No 2 Pekanbaru,angkatan,Kota Pekanbaru,28153,0761 22426,0761 22426,  , rumkitpku@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Riki Markian, M.Ked (OR HNS), Sp.THT",TRUE,Contact,Direktur
res_partner_686,RS Jakarta Medical Center (JMC),c,TRUE,"Jl. Buncit Raya No.15, Jakarta Selatan",swasta,Jakarta Selatan,12740,021 7980888,021 7940838,0, rs_jmc@cbn_net.id,TRUE,FALSE,FALSE,TRUE,Dr. Rina Adhiyati,TRUE,Contact,Direktur
res_partner_2055,RSUD Maria Walanda Maramis,d,TRUE,Jl. Prof. Arnold Mononutu   Kel.Sarongsong II   Airmadidi,pemda,Minahasa Utara,95371,0431 892811,0431 892811,  , methu_ikm02@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Rina Widayati, MKes",TRUE,Contact,Direktur
res_partner_634,RSU Lapangan Kepulauan Anambas,c,TRUE,"Desa Payalaman,Kecamatan Palmatak",pemda,Kepulauan Anambas,,77231381, ,  , rsl.anambas@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. RINI GUMALA CAHYA ASIH,TRUE,Contact,Direktur
res_partner_1856,RUMAH SAKIT GRHA ULTIMA MEDIKA,c,TRUE,JL.MAJAPAHIT NO.10 MATARAM,swasta,Kota Mataram,83127,0370 623999,,0, grhaultimamedika@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Rini Kusmardiati,TRUE,Contact,Direktur
res_partner_1243,RSUD Ambarawa,c,TRUE,"Jl. Kartini No.101, Ambarawa",pemda,Semarang,50611,0298 591020,0298 591866, portal.semarangkab.go.id/rsuambarawa, ambarawa_rsud@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Rini Susilowati,M.Kes,MM",TRUE,Contact,Direktur
res_partner_191,RSU Amanda,d,TRUE,JL. DJAMIN GINTING SIMPANG KORPRI NO. 1,swasta,Karo,22152,0628 93034,,  , rsu.amanda@yahoo.com,TRUE,FALSE,FALSE,TRUE,"Dr. RIPE SEMBIRING, Sp. S",TRUE,Contact,Direktur
res_partner_361,RSB MUTIARA BUNDA,c,TRUE,Jl. S. Parman No.142 Padang,swasta,Kota Padang,25135,(0751) 7054076, ,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. Rismawati, M.Kes",TRUE,Contact,Direktur
res_partner_664,RSB Budhi Jaya,c,TRUE,"Jl. Dr. Sahardjo 120,Jaksel",organisasi,Jakarta Selatan,12960,021 8312378,021 8319179, www.budhijaya.co.id, rsia@budhijaya.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Ristina Basri, MARS",TRUE,Contact,Direktur
res_partner_1328,RSIA Gunung Sawo,c,TRUE,"Jl. Gunung Sawo No.21,Semarang",organisasi,Kota Semarang,50231,8315171,8311011, rsiagunungsawo.co.id, rsiagunungsawo@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Ristyani Krisnawati,TRUE,Contact,Direktur
res_partner_1946,RSUD Hanau,d,TRUE,Jl. Sampit   Pangkalan Bun km.142 Pembuang Hulu kec.Hanau,pemda,Seruyan,74271,0532   2033125/,0532 2033125,0, rsud.hanau@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. RIZA SYAHPUTRA,TRUE,Contact,Direktur
res_partner_508,RSIA RIKA AMELIA,other,TRUE,Jl. Sultan Machmud Badaruddin II No. 18 Rt. 17 Rw. 04 Kel. Alang Alang Lebar KM More ...,organisasi,Kota Palembang,30131,711432429,711384192,0, rsiarikaamelia@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Rizal Manan,TRUE,Contact,Direktur
res_partner_520,RSIA Az Zahra,other,TRUE,Jl.Brigjend Hasan Kasim No. 1 2 Kel. Bukit Sangkal Kec. Kalidoni Palembang,swasta,Kota Palembang,30114,0711 822723,0711 826044, www.azzahragroup.co.id, desti@azzahragroup.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Rizma Adlia Syakurah, MARS",TRUE,Contact,Direktur
res_partner_2034,RS SAMARINDA MEDIKA CITRA,c,TRUE,Jl. Kadrie Oening No 85 RT 35 Samarinda 751234,swasta,Kota Samarinda,75124,5417273000,(0541)7272888,  , marketingrssmc@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Robbin R.F Warouw, M.Kes.MMR",TRUE,Contact,Direktur
res_partner_989,RS. CAHYA KAWALUYAN,c,TRUE,"JL. PARAHYANGAN KM.3, KOTA BARU PARAHYANGAN",organisasi,Bandung Barat,40553,022   6803700 /,022 6803711,  , rsck@bdg.centrin.net.id,TRUE,FALSE,FALSE,TRUE,"DR. ROBERT KWARIA,MM",TRUE,Contact,Direktur
res_partner_237,RS SUAKA INSANI,d,TRUE,Jl. Seram Atas No. 5 B,swasta,Kota Pematang Siantar,21111,0622 420177,,    ,0,TRUE,FALSE,FALSE,TRUE,dr. Robertus Maulana,TRUE,Contact,Direktur
res_partner_942,RS IZZA,c,TRUE,"Jl. Raya Ciselang Cikampek Utara, Kotabaru Kab.Karawang",swasta,Karawang,41373,0264 8386830 32,0264 8386829, www.rsizza.com, rs_izza_cikampek@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Robi Adios,TRUE,Contact,Direktur
res_partner_981,RS Kartika Husada,d,TRUE,Jl. Swatantra no. 72 Jatiasih Bekasi,swasta,Kota Bekasi,17423,021 82435587,82435586,  , rskartikahusada3@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Rocky Montolalu,TRUE,Contact,Direktur
res_partner_1497,RSUD ASEMBAGUS KAB. SITUBONDO,d,TRUE,Jl.Raya Asembagus,pemda,Situbondo,68373,0338 452193,0338 452193,  , rsudasembagus@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Roekmy Prabarini Ario , M.Kes",TRUE,Contact,Direktur
res_partner_1384,RS MITRA PARAMEDIKA,other,TRUE,Jl. Raya Ngemplak Kemasan Widodomartani,organisasi,Sleman,55584,0274 4461098,0274 4461098,0, rsumitraparamedika@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Rofiana Komalasari,TRUE,Contact,Direktur
res_partner_1633,RSUD KOTA MALANG,d,TRUE,JL. RAJASA NO. 27 KEL. BUMIAYU KEC. KEDUNGKANDANG,pemda,Kota Malang,65135,0341 754338,, rsud.malangkota.go.id, rsudkotamalang@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Rohana,TRUE,Contact,Direktur
res_partner_2337,RS BHAYANGKARA TEBING TINGGI,other,TRUE,JL. PAHLAWAN NO. 17,polisi,Kota Tebing Tinggi,20633,0621   326701,,0,0,TRUE,FALSE,FALSE,TRUE,dr. ROMMY SEBASTIAN,TRUE,Contact,Direktur
res_partner_821,RSU Pekerja,other,TRUE,Jl. Raya Cakung Cilincing,swasta,Jakarta Utara,14140,021 29482875,021 29482875,  , rumahsakit_pekerja@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Ronald A. Manggopa, M.Kes",TRUE,Contact,Direktur
res_partner_385,RS Indragiri,d,TRUE,JL. TRIMAS NO. 77,swasta,Indragiri Hilir,29212,(0768) 23555,(0768) 21539,0, rsitbh@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Ronaldo Bafit,TRUE,Contact,Direktur
res_partner_1113,RSK Bedah Orthopedi,c,TRUE,JL Soepardjo Rustam No. 99 Sokaraja Kab. Banyumas,swasta,Banyumas,53181,0281 6844166,0281 6844188, www.rsop.co.id, rsop4all@rsop.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Rosa Indiarto,TRUE,Contact,Direktur
res_partner_2214,RSUD Dr.HASRI AINUN HABIBIE,d,TRUE,Jl. Kusno Tongkodu No. 149 Limboto,pemda,Gorontalo,96213,0435 880008,,0, rsuddrhasriainunhabibiegorontalo@yahoo.com,TRUE,FALSE,FALSE,TRUE,Dr. Rosina Kiu,TRUE,Contact,Direktur
res_partner_709,RS FK UKI,b,TRUE,"Jl. May.Jen Soetoyo Cawang,Jakarta Timur",organisasi,Jakarta Timur,13630,021 8092317,021 8092445,  , rsuuki@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Rosma Napitupulu,MARS",TRUE,Contact,Direktur
res_partner_1187,RS Amal Sehat,d,TRUE,"Jl. Ngerjopuro RT.02/RW.03,Slogohimo Wonogiri",swasta,Wonogiri,57694,0273 5316677,0273 5316688, www.amalsehat.com, amalsehathospital@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Rosyid Ridlo, M.M.R",TRUE,Contact,Direktur
res_partner_270,RS Martha Friska,b,TRUE,"Jl. Yos Sudarso Km.6 No. 91,Medan",organisasi,Kota Medan,20116,061 6610610,061 6612005,  , rs_marthafriska@ymail.com,TRUE,FALSE,FALSE,TRUE,"Dr. RPH Siahaan, MHA",TRUE,Contact,Direktur
res_partner_901,RSTP Sidawangi,c,TRUE,Jl. Sumber Mandirancan Cirebon,pemda,Cirebon,45611,0231 8330707,0231 8330747, www.rsparu.jabarprov.go.id, rsp@jabarprov.go.id,TRUE,FALSE,FALSE,TRUE,"dr. Rr. ENDANG NOERSITA D, MPH.",TRUE,Contact,Direktur
res_partner_248,RS Advent Medan,c,TRUE,"Jl. Gatot Subroto Km.4,Medan",organisasi,Kota Medan,20119,061 4524875,061 4574025, www.rsamedan.co.id, medanadventisthospital@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Rudi Charles Dodo Sitepu,TRUE,Contact,Direktur
res_partner_1993,RSUD Panglima Sebaya,c,TRUE,Jl.Kusuma Bangsa KM.5 Tana Paser,pemda,Paser,76211,54324563,54323294,  , rsudpanglimasebaya@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Rudi Mahmud, SpPD",TRUE,Contact,Direktur
res_partner_265,RS Hisarma,other,TRUE,"Jl. Gatot Subroto 108,Medan",organisasi,Medan,61,26868,,  ,  ,TRUE,FALSE,FALSE,TRUE,Dr. Rudianto,TRUE,Contact,Direktur
res_partner_718,RS Harum,other,TRUE,"Jl. Tarum Barat, Kalimalang",organisasi,Jakarta Timur,21,8617212,8601030,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. Ruli Nurul Aman, MARS",TRUE,Contact,Direktur
res_partner_1463,RUMAH SAKIT ISLAM AL BASHIROH,other,TRUE,Jl. S.Parman 14 RT 03 RW 08 Tanggung Turen,swasta,Malang,65175,341823177,, www.rsi albashiroh.blogspot.com, rsi.albashiroh@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Rusandri Gandhi Nugroho, S.Ked",TRUE,Contact,Direktur
res_partner_1910,RSU Dr. Agusdjam Ketapang,c,TRUE,Jl. Panjaitan No.51 Ketapang,pemda,Ketapang,78851,0534 3037239,0534 3037239,  , rsudagoesdjamktp@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. RUSDY EFFENDY,TRUE,Contact,Direktur
res_partner_135,RS Malahayati,other,TRUE,"Jl. Cut Nyak Dhien No : 498 ,Banda Aceh",organisasi,Kota Banda Aceh,23236,0651  46115,41517,  , rumahsakitmalahayati@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Rusli Ali, Sp.THT KL",TRUE,Contact,Direktur
res_partner_2000,RS Pupuk Kaltim Prima Sangata,d,TRUE,Jl. Yos Sudarso I No.01,swasta,Kutai Timur,75611,0549 24555,0549 24524,  , prima@rspkt.com,TRUE,FALSE,FALSE,TRUE,dr. Rustam Effendi,TRUE,Contact,Direktur
res_partner_592,RS Immanuel Way Halim,c,TRUE,"Jl. Sukarno Hatta Way Halim,Bandar Lampung",organisasi,Kota Bandar Lampung,721,704900,704807, www.rsimanuellampung.com, imanuel_lpg@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Ruth Mariva. Sp. S,TRUE,Contact,Direktur
res_partner_2398,RSIA GIZAR,other,TRUE,Jl. Villa Mutiara Cikarang Ruko Pasadena,swasta,Bekasi,17530,(021) 89677240,(021) 89677239,  , gizarrsia@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. S.SUSANTO, SpOG.",TRUE,Contact,Direktur
res_partner_2460,RS Prima Husada,c,TRUE,"Banjararum Selatan No.3, Mondoroko Singosari Malang",swasta,Malang,65153,0341 458679 / 0,0341 441874, www.rs primahusada.com, primahusadamalang@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Sadi Hariono, MMRS",TRUE,Contact,Direktur
res_partner_1427,RSU Dr. Soedomo Trenggalek,c,TRUE,Jl. Dr Soetomo No. 2 Trenggalek,pemda,Trenggalek,66312,0355 793110,0355 793110, www.rsudtrenggalek.com, rsuddrsoedomo_trenggalek@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Saeroni, MMRS",TRUE,Contact,Direktur
res_partner_638,RS Santa Elisabeth Batam,c,TRUE,"Jl. Anggrek Blok II,Lubuk Baja, Batam",organisasi,Kota Batam,29441,0778 457357,0778 457710, rselisabeth.co.nr, rselisabeth_btm@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Sahat H.Siahaan,TRUE,Contact,Direktur
res_partner_1232,RSB Permata Hati,c,TRUE,"Jl. Nisemito No.28,Kudus",organisasi,Kudus,59316,0291 439187,0291 444878,  , rsiaphkudus@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Sahono, SpOG",TRUE,Contact,Direktur
res_partner_2215,RSUD Pohuwato,c,TRUE,Jl. dr. Herizal Umar Desa Botubilotahu Kec. Marisa,pemda,Pohuwato,96266,0443 210880,0443 210880, www.rsud pohuwato.com, pohuwato.rsud@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. SAHRAWANTI ABBAS,TRUE,Contact,Direktur
res_partner_2195,RSUD Kab.Konawe Utara,d,TRUE,"Jl. Poros Kendari Asera, Desa Lahimbua, kec. Andowia, Kab. Konawe Utara",pemda,KONAWE UTARA,93353, , ,  , rsudkonut@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Sahriman,TRUE,Contact,Direktur
